"location","name","peopleName","gentile","inseeCode"
"http://fr.dbpedia.org/resource/Longvilliers_(Yvelines)","Longvilliers (Yvelines)","Longvillageoises","Longvillageoises","78349"
"http://fr.dbpedia.org/resource/Loriol-sur-Drôme","Loriol-sur-Drôme","Loriolais, Loriolaises","Loriolais, Loriolaises","26166"
"http://fr.dbpedia.org/resource/Lormes","Lormes","Lormois, Lormoises","Lormois, Lormoises","58145"
"http://fr.dbpedia.org/resource/Lougres","Lougres","Lougrois","Lougrois","25350"
"http://fr.dbpedia.org/resource/Louhossoa","Louhossoa","Luhusoar","Luhusoar","64350"
"http://fr.dbpedia.org/resource/Lourmarin","Lourmarin","Lourmarinois, Lourmarinoises","Lourmarinois, Lourmarinoises","84068"
"http://fr.dbpedia.org/resource/Lubine","Lubine","Lubinois(es)","Lubinois","88275"
"http://fr.dbpedia.org/resource/Lumbin","Lumbin","Lumbinois","Lumbinois","38214"
"http://fr.dbpedia.org/resource/Lunay","Lunay","Lunotiers","Lunotiers","41120"
"http://fr.dbpedia.org/resource/Lunel-Viel","Lunel-Viel","Lunelviellois","Lunelviellois","34146"
"http://fr.dbpedia.org/resource/Luvigny","Luvigny","Luvinois(es)","Luvinois","88277"
"http://fr.dbpedia.org/resource/Luxe-Sumberraute","Luxe-Sumberraute","Lüküztar","Lüküztar","64362"
"http://fr.dbpedia.org/resource/Léhon","Léhon","Léhonnais, Léhonnaise","Léhonnais, Léhonnaise","22123"
"http://fr.dbpedia.org/resource/Macaye","Macaye","Makear","Makear","64364"
"http://fr.dbpedia.org/resource/Maconcourt_(Vosges)","Maconcourt (Vosges)","Maconcurtien(ne)s","Maconcurtiens","88278"
"http://fr.dbpedia.org/resource/Madonne-et-Lamerey","Madonne-et-Lamerey","Lamadonien(ne)s","Lamadoniens","88281"
"http://fr.dbpedia.org/resource/Magnicourt-sur-Canche","Magnicourt-sur-Canche","Magnicourtois","Magnicourtois","62537"
"http://fr.dbpedia.org/resource/Magny-en-Vexin","Magny-en-Vexin","Magnytois","Magnytois","95355"
"http://fr.dbpedia.org/resource/Maing","Maing","Maingeois","Maingeois","59369"
"http://fr.dbpedia.org/resource/Maisnil","Maisnil","Maisnilois","Maisnilois","62539"
"http://fr.dbpedia.org/resource/Maisoncelle","Maisoncelle","Maisoncellois","Maisoncellois","62541"
"http://fr.dbpedia.org/resource/Maizières_(Pas-de-Calais)","Maizières (Pas-de-Calais)","Maiziérois, Maiziéroises","Maiziérois, Maiziéroises","62542"
"http://fr.dbpedia.org/resource/Malesherbes","Malesherbes","Malesherbois","Malesherbois","45191"
"http://fr.dbpedia.org/resource/Malintrat","Malintrat","Malintraires","Malintraires","63204"
"http://fr.dbpedia.org/resource/Mamoudzou","Mamoudzou","Mamoudzous","Mamoudzous","97611"
"http://fr.dbpedia.org/resource/Mana_(Guyane)","Mana (Guyane)","Mananais, Mananaises","Mananais, Mananaises","97306"
"http://fr.dbpedia.org/resource/Mandray","Mandray","Mandresayens","Mandresayens","88284"
"http://fr.dbpedia.org/resource/Mandres-sur-Vair","Mandres-sur-Vair","Mandrion(ne)s","Mandrions","88285"
"http://fr.dbpedia.org/resource/Manneville-la-Raoult","Manneville-la-Raoult","mannevillais","mannevillais","27384"
"http://fr.dbpedia.org/resource/Manneville-sur-Risle","Manneville-sur-Risle","mannevillais","mannevillais","27385"
"http://fr.dbpedia.org/resource/Manom","Manom","Manomois","Manomois","57441"
"http://fr.dbpedia.org/resource/Mansonville_(Tarn-et-Garonne)","Mansonville (Tarn-et-Garonne)","Mansonvillois","Mansonvillois","82102"
"http://fr.dbpedia.org/resource/Marchastel_(Cantal)","Marchastel (Cantal)","les Marchastellous","les Marchastellous","15116"
"http://fr.dbpedia.org/resource/Marcq_(Yvelines)","Marcq (Yvelines)","Marcquois","Marcquois","78364"
"http://fr.dbpedia.org/resource/Mareil-le-Guyon","Mareil-le-Guyon","Mareillois","Mareillois","78366"
"http://fr.dbpedia.org/resource/Marennes_(Rhône)","Marennes (Rhône)","Marennois, Marennoises","Marennois, Marennoises","69281"
"http://fr.dbpedia.org/resource/Marest","Marest","Marestois","Marestois","62553"
"http://fr.dbpedia.org/resource/Maripasoula","Maripasoula","Maripasouliens, Maripasouliennes","Maripasouliens, Maripasouliennes","97353"
"http://fr.dbpedia.org/resource/Martigues","Martigues","Martégaux","Martégaux","13056"
"http://fr.dbpedia.org/resource/Martinvelle","Martinvelle","Martinvillois(es)","Martinvillois","88291"
"http://fr.dbpedia.org/resource/Masparraute","Masparraute","Martxuetar","Martxuetar","64368"
"http://fr.dbpedia.org/resource/Mattaincourt","Mattaincourt","Mattaincurtien(ne)s","Mattaincurtiens","88292"
"http://fr.dbpedia.org/resource/Maubec_(Vaucluse)","Maubec (Vaucluse)","Maubecquois, Maubecquoises","Maubecquois, Maubecquoises","84071"
"http://fr.dbpedia.org/resource/Maudétour-en-Vexin","Maudétour-en-Vexin","Maldestoriens, Maldestoriennes","Maldestoriens, Maldestoriennes","95379"
"http://fr.dbpedia.org/resource/Maulette","Maulette","Maulettois","Maulettois","78381"
"http://fr.dbpedia.org/resource/Maulette","Maulette","Maulettois","Maulettoises","78381"
"http://fr.dbpedia.org/resource/Maulette","Maulette","Maulettoises","Maulettois","78381"
"http://fr.dbpedia.org/resource/Maulette","Maulette","Maulettoises","Maulettoises","78381"
"http://fr.dbpedia.org/resource/Maussane-les-Alpilles","Maussane-les-Alpilles","Maussanais","Maussanais","13058"
"http://fr.dbpedia.org/resource/Mazan_(Vaucluse)","Mazan (Vaucluse)","Mazanais, Mazanaises","Mazanais, Mazanaises","84072"
"http://fr.dbpedia.org/resource/Meauzac","Meauzac","Meauzacais, Meauzacaises","Meauzacais, Meauzacaises","82108"
"http://fr.dbpedia.org/resource/Melesse","Melesse","Melessien","Melessien","35173"
"http://fr.dbpedia.org/resource/Mendionde","Mendionde","Lekondar","Lekondar","64377"
"http://fr.dbpedia.org/resource/Menditte","Menditte","Mendikotar","Mendikotar","64378"
"http://fr.dbpedia.org/resource/Mendive","Mendive","Mendibetar","Mendibetar","64379"
"http://fr.dbpedia.org/resource/Merckeghem","Merckeghem","Merckeghemois","Merckeghemois","59397"
"http://fr.dbpedia.org/resource/Mesnard-la-Barotière","Mesnard-la-Barotière","Mesnardais","Mesnardais","85144"
"http://fr.dbpedia.org/resource/Meurchin","Meurchin","Meurchinois","Meurchinois","62573"
"http://fr.dbpedia.org/resource/Midrevaux","Midrevaux","Midrevallien(ne)s","Midrevalliens","88303"
"http://fr.dbpedia.org/resource/Millemont","Millemont","Millemontais","Millemontais","78404"
"http://fr.dbpedia.org/resource/Mimizan","Mimizan","Mimizannais","Mimizannais","40184"
"http://fr.dbpedia.org/resource/Miramas","Miramas","Miramasséen","Miramasséen","13063"
"http://fr.dbpedia.org/resource/Mittainville","Mittainville","Mittainvillois","Mittainvillois","78407"
"http://fr.dbpedia.org/resource/Moissac","Moissac","Moissagais","Moissagais","82112"
"http://fr.dbpedia.org/resource/Moncayolle-Larrory-Mendibieu","Moncayolle-Larrory-Mendibieu","Mitikiltar","Mitikiltar","64391"
"http://fr.dbpedia.org/resource/Monchy-Breton","Monchy-Breton","Monchois","Monchois","62580"
"http://fr.dbpedia.org/resource/Monchy-Saint-Éloi","Monchy-Saint-Éloi","Monchyssois","Monchyssois","60409"
"http://fr.dbpedia.org/resource/Monchy-au-Bois","Monchy-au-Bois","Monciaquois","Monciaquois","62579"
"http://fr.dbpedia.org/resource/Mondreville_(Yvelines)","Mondreville (Yvelines)","Mondrevillois","Mondrevillois","78413"
"http://fr.dbpedia.org/resource/Mondreville_(Yvelines)","Mondreville (Yvelines)","Mondrevillois","Mondrevilloises","78413"
"http://fr.dbpedia.org/resource/Mondreville_(Yvelines)","Mondreville (Yvelines)","Mondrevilloises","Mondrevillois","78413"
"http://fr.dbpedia.org/resource/Mondreville_(Yvelines)","Mondreville (Yvelines)","Mondrevilloises","Mondrevilloises","78413"
"http://fr.dbpedia.org/resource/Monein","Monein","Moneinchon","Moneinchon","64393"
"http://fr.dbpedia.org/resource/Mont-Saint-Éloi","Mont-Saint-Éloi","Montéligéens","Montéligéens","62589"
"http://fr.dbpedia.org/resource/Montagnac-Montpezat","Montagnac-Montpezat","Montagnacais et Montpezatiens","Montagnacais et Montpezatiens","04124"
"http://fr.dbpedia.org/resource/Montastruc-la-Conseillère","Montastruc-la-Conseillère","Montastrucois, Montastrucoises","Montastrucois, Montastrucoises","31358"
"http://fr.dbpedia.org/resource/Montenois","Montenois","Montenais","Montenais","25394"
"http://fr.dbpedia.org/resource/Montesquiou_(Gers)","Montesquiou (Gers)","Montesquivais et Montesquivaise","Montesquivais et Montesquivaise","32285"
"http://fr.dbpedia.org/resource/Montfermeil","Montfermeil","Montfermeillois","Montfermeillois","93047"
"http://fr.dbpedia.org/resource/Montfort-sur-Meu","Montfort-sur-Meu","Montfortais","Montfortais","35188"
"http://fr.dbpedia.org/resource/Montgardin","Montgardin","Montgardinois","Montgardinois","05084"
"http://fr.dbpedia.org/resource/Monthureux-le-Sec","Monthureux-le-Sec","Monthécursien(ne)s","Monthécursiens","88309"
"http://fr.dbpedia.org/resource/Monthureux-sur-Saône","Monthureux-sur-Saône","Monthurolais(es)","Monthurolais","88310"
"http://fr.dbpedia.org/resource/Montmorency_(Val-d'Oise)","Montmorency (Val-d'Oise)","Montmorencéens","Montmorencéens","95428"
"http://fr.dbpedia.org/resource/Montory","Montory","Montoriar","Montoriar","64404"
"http://fr.dbpedia.org/resource/Montpouillan","Montpouillan","Montpouillanais","Montpouillanais","47191"
"http://fr.dbpedia.org/resource/Montredon-Labessonnié","Montredon-Labessonnié","Montredonnais","Montredonnais","81182"
"http://fr.dbpedia.org/resource/Montreuil-sous-Pérouse","Montreuil-sous-Pérouse","Montreuillais","Montreuillais","35194"
"http://fr.dbpedia.org/resource/Montréal-la-Cluse","Montréal-la-Cluse","Montréalais","Montréalais","01265"
"http://fr.dbpedia.org/resource/Montréal-les-Sources","Montréal-les-Sources","Montréalais","Montréalais","26209"
"http://fr.dbpedia.org/resource/Montréal_(Aude)","Montréal (Aude)","Montréalais, Montréalaises","Montréalais, Montréalaises","11254"
"http://fr.dbpedia.org/resource/Montréal_(Gers)","Montréal (Gers)","Montréalais - Montréalaises","Montréalais - Montréalaises","32290"
"http://fr.dbpedia.org/resource/Montréal_(Yonne)","Montréal (Yonne)","Montréalaise, Montréalais","Montréalaise, Montréalais","89267"
"http://fr.dbpedia.org/resource/Monts_(Indre-et-Loire)","Monts (Indre-et-Loire)","Montois","Montois","37159"
"http://fr.dbpedia.org/resource/Montégut-Arros","Montégut-Arros","Montégutois(es)","Montégutois","32283"
"http://fr.dbpedia.org/resource/Morelmaison","Morelmaison","Mormageon(ne)s","Mormageons","88312"
"http://fr.dbpedia.org/resource/Moriville","Moriville","Morivillois(es)","Morivillois","88313"
"http://fr.dbpedia.org/resource/Morville_(Vosges)","Morville (Vosges)","Morvillois","Morvillois","88316"
"http://fr.dbpedia.org/resource/Morêtel-de-Mailles","Morêtel-de-Mailles","Moretelins","Moretelins","38262"
"http://fr.dbpedia.org/resource/Mouguerre","Mouguerre","Mugertar","Mugertar","64407"
"http://fr.dbpedia.org/resource/Moussey_(Vosges)","Moussey (Vosges)","Mousséen(ne)s","Mousséens","88317"
"http://fr.dbpedia.org/resource/Moyemont","Moyemont","Moyemontais","Moyemontais","88318"
"http://fr.dbpedia.org/resource/Mozac","Mozac","Mozacois ou Mozadaires","Mozacois ou Mozadaires","63245"
"http://fr.dbpedia.org/resource/Muizon","Muizon","Muizonnais","Muizonnais","51391"
"http://fr.dbpedia.org/resource/Mulcent","Mulcent","Mulcentois","Mulcentois","78439"
"http://fr.dbpedia.org/resource/Mulcent","Mulcent","Mulcentois","Mulcentoises","78439"
"http://fr.dbpedia.org/resource/Mulcent","Mulcent","Mulcentoises","Mulcentois","78439"
"http://fr.dbpedia.org/resource/Mulcent","Mulcent","Mulcentoises","Mulcentoises","78439"
"http://fr.dbpedia.org/resource/Munster_(Haut-Rhin)","Munster (Haut-Rhin)","Munstérien(ne)s","Munstériens","68226"
"http://fr.dbpedia.org/resource/Murianette","Murianette","Murianettois","Murianettois","38271"
"http://fr.dbpedia.org/resource/Muro_(Haute-Corse)","Muro (Haute-Corse)","Muraschi","Muraschi","2B173"
"http://fr.dbpedia.org/resource/Musculdy","Musculdy","Muskildiar","Muskildiar","64411"
"http://fr.dbpedia.org/resource/Méharin","Méharin","Mehaindar","Mehaindar","64375"
"http://fr.dbpedia.org/resource/Ménerbes","Ménerbes","Ménerbiens, Ménerbiennes","Ménerbiens, Ménerbiennes","84073"
"http://fr.dbpedia.org/resource/Ménil-en-Xaintois","Ménil-en-Xaintois","Ménilois(es)","Ménilois","88299"
"http://fr.dbpedia.org/resource/Ménil-sur-Belvitte","Ménil-sur-Belvitte","Ménilois(es)","Ménilois","88301"
"http://fr.dbpedia.org/resource/Ménétrol","Ménétrol","Ménétrolois, Ménétroloises","Ménétrolois, Ménétroloises","63224"
"http://fr.dbpedia.org/resource/Méré_(Yvelines)","Méré (Yvelines)","Méréens","Méréens","78389"
"http://fr.dbpedia.org/resource/Méréville_(Essonne)","Méréville (Essonne)","Mérévillois","Mérévillois","91390"
"http://fr.dbpedia.org/resource/Mézin","Mézin","Mézinais","Mézinais","47167"
"http://fr.dbpedia.org/resource/Nanteuil-le-Haudouin","Nanteuil-le-Haudouin","Nanteuillais","Nanteuillais","60446"
"http://fr.dbpedia.org/resource/Nayemont-les-Fosses","Nayemont-les-Fosses","Nayemontais(es)","Nayemontais","88320"
"http://fr.dbpedia.org/resource/Neauphle-le-Vieux","Neauphle-le-Vieux","Neauphléens","Neauphléens","78443"
"http://fr.dbpedia.org/resource/Neauphlette","Neauphlette","Neauphlettois","Neauphlettois","78444"
"http://fr.dbpedia.org/resource/Neuilly-sur-Marne","Neuilly-sur-Marne","Nocéens","Nocéens","93050"
"http://fr.dbpedia.org/resource/Neulette","Neulette","Neulettois","Neulettois","62605"
"http://fr.dbpedia.org/resource/Neuville-Vitasse","Neuville-Vitasse","Neuvillois","Neuvillois","62611"
"http://fr.dbpedia.org/resource/Neuville-sur-Oise","Neuville-sur-Oise","Neuvillois","Neuvillois","95450"
"http://fr.dbpedia.org/resource/Neuvillers-sur-Fave","Neuvillers-sur-Fave","Neuvillois(es)","Neuvillois","88326"
"http://fr.dbpedia.org/resource/Neuvy-Saint-Sépulchre","Neuvy-Saint-Sépulchre","Neuviciens","Neuviciens","36141"
"http://fr.dbpedia.org/resource/Nexon","Nexon","Nexonnais, Nexonnaises","Nexonnais, Nexonnaises","87106"
"http://fr.dbpedia.org/resource/Nieurlet","Nieurlet","Nieurletois","Nieurletois","59433"
"http://fr.dbpedia.org/resource/Nogent-sur-Seine","Nogent-sur-Seine","Nogentais","Nogentais","10268"
"http://fr.dbpedia.org/resource/Noisy-le-Roi","Noisy-le-Roi","Noiséens","Noiséens","78455"
"http://fr.dbpedia.org/resource/Nomexy","Nomexy","Nomexéen(ne)s","Nomexéens","88327"
"http://fr.dbpedia.org/resource/Nompatelize","Nompatelize","Norpadien(ne)s","Norpadiens","88328"
"http://fr.dbpedia.org/resource/Nonzeville","Nonzeville","Nonzevillois","Nonzevillois","88331"
"http://fr.dbpedia.org/resource/Norroy_(Vosges)","Norroy (Vosges)","Nogarésien(ne)s","Nogarésiens","88332"
"http://fr.dbpedia.org/resource/Norville","Norville","Norvillaises et Norvillaise","Norvillaises et Norvillaise","76471"
"http://fr.dbpedia.org/resource/Nuncq-Hautecôte","Nuncq-Hautecôte","Nuncquois","Nuncquois","62631"
"http://fr.dbpedia.org/resource/Offroicourt","Offroicourt","Offroicuriens","Offroicuriens","88335"
"http://fr.dbpedia.org/resource/Ohlungen","Ohlungen","Ohlungeois(es)","Ohlungeois","67359"
"http://fr.dbpedia.org/resource/Oisy-le-Verger","Oisy-le-Verger","Ossicatiens","Ossicatiens","62638"
"http://fr.dbpedia.org/resource/Oisy_(Nord)","Oisy (Nord)","Oisillons, Oisillonnes","Oisillons, Oisillonnes","59446"
"http://fr.dbpedia.org/resource/Omerville","Omerville","Omervillois","Omervillois","95462"
"http://fr.dbpedia.org/resource/Oncourt","Oncourt","Oncourtois(es)","Oncourtois","88337"
"http://fr.dbpedia.org/resource/Oppède","Oppède","Oppédois, Oppédoises","Oppédois, Oppédoises","84086"
"http://fr.dbpedia.org/resource/Orcemont","Orcemont","Orcemontois","Orcemontois","78464"
"http://fr.dbpedia.org/resource/Ordiarp","Ordiarp","Urdiñarbetar","Urdiñarbetar","64424"
"http://fr.dbpedia.org/resource/Orgerus","Orgerus","Orgerussiens","Orgerussiens","78465"
"http://fr.dbpedia.org/resource/Ornon","Ornon","Ornonais / Ornonaises","Ornonais / Ornonaises","38285"
"http://fr.dbpedia.org/resource/Orphin","Orphin","Orphinois","Orphinois","78470"
"http://fr.dbpedia.org/resource/Orsanco","Orsanco","Ostankoar","Ostankoar","64429"
"http://fr.dbpedia.org/resource/Orschwiller","Orschwiller","Orschwillérois(es)","Orschwillérois","67362"
"http://fr.dbpedia.org/resource/Orsonville","Orsonville","Orsonvillois","Orsonvillois","78472"
"http://fr.dbpedia.org/resource/Orville_(Pas-de-Calais)","Orville (Pas-de-Calais)","Orvillois","Orvillois","62640"
"http://fr.dbpedia.org/resource/Orègue","Orègue","Oragartar","Oragartar","64425"
"http://fr.dbpedia.org/resource/Osmoy_(Yvelines)","Osmoy (Yvelines)","Osmoyennes","Osmoyennes","78475"
"http://fr.dbpedia.org/resource/Osmoy_(Yvelines)","Osmoy (Yvelines)","Osmoyennes","Osmoyens","78475"
"http://fr.dbpedia.org/resource/Osmoy_(Yvelines)","Osmoy (Yvelines)","Osmoyens","Osmoyennes","78475"
"http://fr.dbpedia.org/resource/Osmoy_(Yvelines)","Osmoy (Yvelines)","Osmoyens","Osmoyens","78475"
"http://fr.dbpedia.org/resource/Osny","Osny","Onyssois, Onyssoises","Onyssois, Onyssoises","95476"
"http://fr.dbpedia.org/resource/Ossas-Suhare","Ossas-Suhare","Ozaztar","Ozaztar","64432"
"http://fr.dbpedia.org/resource/Osserain-Rivareyte","Osserain-Rivareyte","Ozaraintar","Ozaraintar","64435"
"http://fr.dbpedia.org/resource/Ossès","Ossès","Ossessois","Ossessois","64436"
"http://fr.dbpedia.org/resource/Oudezeele","Oudezeele","Oudezeelois","Oudezeelois","59453"
"http://fr.dbpedia.org/resource/Oulles","Oulles","Oissieux","Oissieux","38286"
"http://fr.dbpedia.org/resource/Ousse_(Pyrénées-Atlantiques)","Ousse (Pyrénées-Atlantiques)","Oussois","Oussois","64439"
"http://fr.dbpedia.org/resource/Ouzouer-le-Marché","Ouzouer-le-Marché","Oratoriens","Oratoriens","41173"
"http://fr.dbpedia.org/resource/Oëlleville","Oëlleville","Oëllevillois(es)","Oëllevillois","88334"
"http://fr.dbpedia.org/resource/Padoux","Padoux","Padosellien(ne)s","Padoselliens","88340"
"http://fr.dbpedia.org/resource/Pagolle","Pagolle","Pagolar","Pagolar","64441"
"http://fr.dbpedia.org/resource/Pamandzi","Pamandzi","pamandziens, pamandziennes","pamandziens, pamandziennes","97615"
"http://fr.dbpedia.org/resource/Paradou","Paradou","Paradounais(es)","Paradounais","13068"
"http://fr.dbpedia.org/resource/Peisey-Nancroix","Peisey-Nancroix","Peiserots, Peiserotes","Peiserots, Peiserotes","73197"
"http://fr.dbpedia.org/resource/Penne-d'Agenais","Penne-d'Agenais","Pennois","Pennois","47203"
"http://fr.dbpedia.org/resource/Pernes_(Pas-de-Calais)","Pernes (Pas-de-Calais)","Pernois","Pernois","62652"
"http://fr.dbpedia.org/resource/Petite-Forêt","Petite-Forêt","Francs-Forésiens, Franches-Forésiennes","Francs-Forésiens, Franches-Forésiennes","59459"
"http://fr.dbpedia.org/resource/Peyrins","Peyrins","Peyrinois, Peyrinoises","Peyrinois, Peyrinoises","26231"
"http://fr.dbpedia.org/resource/Phalsbourg","Phalsbourg","Phalsbourgeois","Phalsbourgeois","57540"
"http://fr.dbpedia.org/resource/Piana","Piana","Pianacci","Pianacci","2A212"
"http://fr.dbpedia.org/resource/Piana","Piana","Pianacci","Pianais","2A212"
"http://fr.dbpedia.org/resource/Piana","Piana","Pianais","Pianacci","2A212"
"http://fr.dbpedia.org/resource/Piana","Piana","Pianais","Pianais","2A212"
"http://fr.dbpedia.org/resource/Pierre-Perthuis","Pierre-Perthuis","Perthuisiens, Perthuisiennes","Perthuisiens, Perthuisiennes","89297"
"http://fr.dbpedia.org/resource/Pierrefontaine-les-Varans","Pierrefontaine-les-Varans","Pétrifontains, Pétrifontaines","Pétrifontains, Pétrifontaines","25453"
"http://fr.dbpedia.org/resource/Pierremont","Pierremont","Pierremontois","Pierremontois","62655"
"http://fr.dbpedia.org/resource/Pierrepont-sur-l'Arentèle","Pierrepont-sur-l'Arentèle","Pierrepontais(es)","Pierrepontais","88348"
"http://fr.dbpedia.org/resource/Pinsot","Pinsot","Pinsotins","Pinsotins","38306"
"http://fr.dbpedia.org/resource/Plainfaing","Plainfaing","Plainfinois","Plainfinois","88349"
"http://fr.dbpedia.org/resource/Pleuvezain","Pleuvezain","Pluvuisien(ne)s","Pluvuisiens","88350"
"http://fr.dbpedia.org/resource/Plouguenast","Plouguenast","Plouguenastais, Plouguenastaise","Plouguenastais, Plouguenastaise","22219"
"http://fr.dbpedia.org/resource/Plouguernével","Plouguernével","Plouguiste","Plouguiste","22220"
"http://fr.dbpedia.org/resource/Plouguiel","Plouguiel","Plouguiellois","Plouguiellois","22221"
"http://fr.dbpedia.org/resource/Plouha","Plouha","Plouhatins","Plouhatins","22222"
"http://fr.dbpedia.org/resource/Plouisy","Plouisy","Plouysien, Plouysienne","Plouysien, Plouysienne","22223"
"http://fr.dbpedia.org/resource/Ploulec'h","Ploulec'h","Ploulec'hois, Ploulec'hoise","Ploulec'hois, Ploulec'hoise","22224"
"http://fr.dbpedia.org/resource/Ploumagoar","Ploumagoar","Ploumagoarien, Ploumagoarienne","Ploumagoarien, Ploumagoarienne","22225"
"http://fr.dbpedia.org/resource/Ploumilliau","Ploumilliau","Milliautais","Milliautais","22226"
"http://fr.dbpedia.org/resource/Plounérin","Plounérin","Plounérinais","Plounérinais","22227"
"http://fr.dbpedia.org/resource/Plounévez-Moëdec","Plounévez-Moëdec","Plounévézien, Plounévézienne","Plounévézien, Plounévézienne","22228"
"http://fr.dbpedia.org/resource/Plounévez-Quintin","Plounévez-Quintin","Plounévézien, Plounévézienne","Plounévézien, Plounévézienne","22229"
"http://fr.dbpedia.org/resource/Plourac'h","Plourac'h","Plouracois, Plouracoise","Plouracois, Plouracoise","22231"
"http://fr.dbpedia.org/resource/Plourhan","Plourhan","Plourhanais, Plourhanaise","Plourhanais, Plourhanaise","22232"
"http://fr.dbpedia.org/resource/Plouvara","Plouvara","Plouvaratin, Plouvaratine","Plouvaratin, Plouvaratine","22234"
"http://fr.dbpedia.org/resource/Pludual","Pludual","Pludualais, Pludualaise","Pludualais, Pludualaise","22236"
"http://fr.dbpedia.org/resource/Pluduno","Pluduno","Pludunéen, Pludunéenne","Pludunéen, Pludunéenne","22237"
"http://fr.dbpedia.org/resource/Plufur","Plufur","Plufurien, Plufurienne","Plufurien, Plufurienne","22238"
"http://fr.dbpedia.org/resource/Plumaudan","Plumaudan","Plumaudannais, Plumaudannaise","Plumaudannais, Plumaudannaise","22239"
"http://fr.dbpedia.org/resource/Plumaugat","Plumaugat","Plumaugatais, Plumaugataise","Plumaugatais, Plumaugataise","22240"
"http://fr.dbpedia.org/resource/Plurien","Plurien","Pluriennais, Pluriennaise","Pluriennais, Pluriennaise","22242"
"http://fr.dbpedia.org/resource/Plusquellec","Plusquellec","Plusquellécois, Plusquellécoise","Plusquellécois, Plusquellécoise","22243"
"http://fr.dbpedia.org/resource/Plussulien","Plussulien","Plussulianais, Plussulianaise","Plussulianais, Plussulianaise","22244"
"http://fr.dbpedia.org/resource/Poigny-la-Forêt","Poigny-la-Forêt","Pugnéens","Pugnéens","78497"
"http://fr.dbpedia.org/resource/Poil_(Nièvre)","Poil (Nièvre)","Pictiens, Pixiens.","Pictiens, Pixiens.","58211"
"http://fr.dbpedia.org/resource/Poisat","Poisat","Poisatiers","Poisatiers","38309"
"http://fr.dbpedia.org/resource/Pommeret","Pommeret","Pommerétais, Pommerétaise","Pommerétais, Pommerétaise","22246"
"http://fr.dbpedia.org/resource/Pommerit-Jaudy","Pommerit-Jaudy","Pommeritain, Pommeritaine","Pommeritain, Pommeritaine","22247"
"http://fr.dbpedia.org/resource/Pommier_(Pas-de-Calais)","Pommier (Pas-de-Calais)","Pommiérois","Pommiérois","62664"
"http://fr.dbpedia.org/resource/Pont-Melvez","Pont-Melvez","Pont-Melvézien, Pont-Melvézienne","Pont-Melvézien, Pont-Melvézienne","22249"
"http://fr.dbpedia.org/resource/Pont-du-Château","Pont-du-Château","Castel-Pontins, Castel-Pontines","Castel-Pontins, Castel-Pontines","63284"
"http://fr.dbpedia.org/resource/Pont-sur-Madon","Pont-sur-Madon","Madipontain(ne)s","Madipontains","88354"
"http://fr.dbpedia.org/resource/Pontacq","Pontacq","Pontacquais","Pontacquais","64453"
"http://fr.dbpedia.org/resource/Pontcharra","Pontcharra","Charrapontains","Charrapontains","38314"
"http://fr.dbpedia.org/resource/Pontgibaud","Pontgibaud","Gibaldipontins","Gibaldipontins","63285"
"http://fr.dbpedia.org/resource/Ponthévrard","Ponthévrard","Évryponthains","Évryponthains","78499"
"http://fr.dbpedia.org/resource/Pontrieux","Pontrieux","Pontrivien, Pontrivienne","Pontrivien, Pontrivienne","22250"
"http://fr.dbpedia.org/resource/Pornic","Pornic","Pornicais","Pornicais","44131"
"http://fr.dbpedia.org/resource/Port-des-Barques","Port-des-Barques","Portbarquais","Portbarquais","17484"
"http://fr.dbpedia.org/resource/Portieux","Portieux","Portessien(ne)s","Portessiens","88355"
"http://fr.dbpedia.org/resource/Pouillon_(Landes)","Pouillon (Landes)","Pouillonnais","Pouillonnais","40233"
"http://fr.dbpedia.org/resource/Pouldouran","Pouldouran","Pouldourannais, Pouldourannaise","Pouldourannais, Pouldourannaise","22253"
"http://fr.dbpedia.org/resource/Poussay","Poussay","Porsuavitain(e)s","Porsuavitains","88357"
"http://fr.dbpedia.org/resource/Pouxeux","Pouxeux","Péxéen(ne)s","Péxéens","88358"
"http://fr.dbpedia.org/resource/Prat","Prat","Pratais, Prataise","Pratais, Prataise","22254"
"http://fr.dbpedia.org/resource/Pringy_(Haute-Savoie)","Pringy (Haute-Savoie)","Prinniaciens","Prinniaciens","74217"
"http://fr.dbpedia.org/resource/Prunay-en-Yvelines","Prunay-en-Yvelines","Prunaysiens","Prunaysiens","78506"
"http://fr.dbpedia.org/resource/Prunay-le-Temple","Prunay-le-Temple","Prunaysiennes","Prunaysiennes","78505"
"http://fr.dbpedia.org/resource/Prunay-le-Temple","Prunay-le-Temple","Prunaysiennes","Prunaysiens","78505"
"http://fr.dbpedia.org/resource/Prunay-le-Temple","Prunay-le-Temple","Prunaysiens","Prunaysiennes","78505"
"http://fr.dbpedia.org/resource/Prunay-le-Temple","Prunay-le-Temple","Prunaysiens","Prunaysiens","78505"
"http://fr.dbpedia.org/resource/Préseau","Préseau","Présellois","Présellois","59471"
"http://fr.dbpedia.org/resource/Pusignan","Pusignan","Pusignanais","Pusignanais","69285"
"http://fr.dbpedia.org/resource/Puzieux_(Vosges)","Puzieux (Vosges)","Putéolien(ne)s","Putéoliens","88364"
"http://fr.dbpedia.org/resource/Pérignat-lès-Sarliève","Pérignat-lès-Sarliève","Pérignatois, Pérignatoises","Pérignatois, Pérignatoises","63272"
