"location", "name", "demonym", "inseeCode"
"http://dbpedia.org/resource/Corzé", "Corzé", "Corzéen, Corzéenne", 49110
"http://dbpedia.org/resource/Cossé-d'Anjou", "Cossé-d'Anjou", "Cosséen, Cosséenne", 49111
"http://dbpedia.org/resource/Coudekerque-Branche", "Coudekerque-Branche", "Coudekerquois", 59155
"http://dbpedia.org/resource/Coudeville-sur-Mer", "Coudeville-sur-Mer", "Coudevillais", 50143
"http://dbpedia.org/resource/Coudray,_Loiret", "Coudray (Loiret)", "Coudrillons", 45106
"http://dbpedia.org/resource/Coudrecieux", "Coudrecieux", "Coudrecelestin, Coudrecelestine", 72094
"http://dbpedia.org/resource/Coudroy", "Coudroy", "Coudroyens", 45107
"http://dbpedia.org/resource/Coulans-sur-Gée", "Coulans-sur-Gée", "Coulanais, Coulanaise", 72096
"http://dbpedia.org/resource/Coullons", "Coullons", "Coullonnaises, Coullonnais", 45108
"http://dbpedia.org/resource/Coulmiers", "Coulmiers", "Colmériens", 45109
"http://dbpedia.org/resource/Coulombiers,_Sarthe", "Coulombiers (Sarthe)", "Colombéens", 72097
"http://dbpedia.org/resource/Coulombiers,_Sarthe", "Coulombiers (Vienne)", "Colombéens", 72097
"http://dbpedia.org/resource/Coulonges-sur-Sarthe", "Coulonges-sur-Sarthe", "Coulongeois", 61126
"http://dbpedia.org/resource/Coulongé", "Coulongé", "Coulongeois, Coulongeoise", 72098
"http://dbpedia.org/resource/Courcebœufs", "Courcebœufs", "Courcebœusien, Courcebœusienne", 72099
"http://dbpedia.org/resource/Courcelles-la-Forêt", "Courcelles-la-Forêt", "Courcellais, Courcellaise", 72100
"http://dbpedia.org/resource/Courcelles-le-Roi", "Courcelles-le-Roi", "Courcellois", 45110
"http://dbpedia.org/resource/Courcemont", "Courcemont", "Courcemontais, Courcemontaise", 72101
"http://dbpedia.org/resource/Courchamps,_Maine-et-Loire", "Courchamps (Maine-et-Loire)", "Courchampois, Courchampoise", 49113
"http://dbpedia.org/resource/Courcy-aux-Loges", "Courcy-aux-Loges", "Courcéens", 45111
"http://dbpedia.org/resource/Courdemanche,_Sarthe", "Courdemanche (Sarthe)", "Courdemanchois, Courdemanchoise", 72103
"http://dbpedia.org/resource/Courgains", "Courgains", "Courgannais, Courgannaise", 72104
"http://dbpedia.org/resource/Courgenard", "Courgenard", "Cosnellien, Cosnellienne", 72105
"http://dbpedia.org/resource/Courléon", "Courléon", "Courléonais, Courléonaise", 49114
"http://dbpedia.org/resource/Courmes", "Courmes", "Courmois", 6049
"http://dbpedia.org/resource/Cournonterral", "Cournonterral", "Cournonterralais", 34088
"http://dbpedia.org/resource/Courtemaux", "Courtemaux", "Courtemaliens", 45113
"http://dbpedia.org/resource/Courtempierre", "Courtempierre", "Courtempierrois", 45125
"http://dbpedia.org/resource/Courtenay,_Loiret", "Courtenay (Loiret)", "Curtinien", 45115
"http://dbpedia.org/resource/Courtillers", "Courtillers", "Courtilléen, Courtilléenne", 72106
"http://dbpedia.org/resource/Courtomer,_Orne", "Courtomer (Orne)", "Courtomerois", 61133
"http://dbpedia.org/resource/Coutures,_Maine-et-Loire", "Coutures (Maine-et-Loire)", "Couturois, Couturoise", 49115
"http://dbpedia.org/resource/Couville", "Couville", "Couvillais", 50149
"http://dbpedia.org/resource/Craménil", "Craménil", "Craménilois", 61137
"http://dbpedia.org/resource/Cran-Gevrier", "Cran-Gevrier", "Cran-Gevriens / Cran-gevriennes", 74093
"http://dbpedia.org/resource/Cranves-Sales", "Cranves-Sales", 5433, 74094
"http://dbpedia.org/resource/Cravant,_Loiret", "Cravant (Loiret)", "Cravantais", 45116
"http://dbpedia.org/resource/Crochte", "Crochte", "Crochtois", 59162
"http://dbpedia.org/resource/Crosmières", "Crosmières", "Crosmièrois, Crosmièroise", 72110
"http://dbpedia.org/resource/Crottes-en-Pithiverais", "Crottes-en-Pithiverais", "Crottois", 45118
"http://dbpedia.org/resource/Cré-sur-Loir", "Cré-sur-Loir", "Créacier, Créacière", 72108
"http://dbpedia.org/resource/Cré-sur-Loir", "Cré-sur-Loir", "Créassier, Créassière", 72108
"http://dbpedia.org/resource/Crémieu", "Crémieu", "Crémolans", 38138
"http://dbpedia.org/resource/Curienne", "Curienne", "Cessanais", 73097
"http://dbpedia.org/resource/Curmont", "Curmont", "Curmontais, Curmontaises", 52157
"http://dbpedia.org/resource/Cusy", "Cusy (Haute-Savoie)", "Cusiard / Cusiarde", 74097
"http://dbpedia.org/resource/Cuvry", "Cuvry", "Cuvréiens, Cuvréiennes", 57162
"http://dbpedia.org/resource/Cébazat", "Cébazat", "Cébazaire", 63063
"http://dbpedia.org/resource/Cérans-Foulletourte", "Cérans-Foulletourte", "Céranais-Foulletourtois, Céranaises-Foulletourtoise", 72051
"http://dbpedia.org/resource/Césarches", "Césarches", "Césarchois", 73061
"http://dbpedia.org/resource/Dehault", "Dehault", "Dehaultais, Dehaultaise", 72114
"http://dbpedia.org/resource/Dehault", "Dehault", "Dehaultien, Dehaultienne", 72114
"http://dbpedia.org/resource/Denée,_Maine-et-Loire", "Denée (Maine-et-Loire)", "Denéen, Denéenne", 49120
"http://dbpedia.org/resource/Die,_Drôme", "Die (Drôme)", "Diois", 26113
"http://dbpedia.org/resource/Digosville", "Digosville", "Digosvillais", 50162
"http://dbpedia.org/resource/Digulleville", "Digulleville", "Digullevillais", 50163
"http://dbpedia.org/resource/Dimancheville", "Dimancheville", "Dimanchevillois", 45125
"http://dbpedia.org/resource/Dissé-sous-Ballon", "Dissé-sous-Ballon", "Disséen, Disséenne", 72116
"http://dbpedia.org/resource/Distré", "Distré", "Distréen, Distréenne", 49123
"http://dbpedia.org/resource/Dollon", "Dollon", "Dollonnais, Dollonnaise", 72118
"http://dbpedia.org/resource/Domfront,_Orne", "Domfront (Oise)", "Domfrontais", 61145
"http://dbpedia.org/resource/Domfront,_Orne", "Domfront (Orne)", "Domfrontais", 61145
"http://dbpedia.org/resource/Domfront-en-Champagne", "Domfront-en-Champagne", "Domfrontais, Domfrontaise", 72119
"http://dbpedia.org/resource/Domjean", "Domjean", "Domjeanais", 50164
"http://dbpedia.org/resource/Domjevin", "Domjevin", "Domjevinois , Domjevinoise", 54163
"http://dbpedia.org/resource/Joganville", "Joganville", "Joganvillais", 50258
"http://dbpedia.org/resource/Jonchery", "Jonchery", "Joncherois, Joncheroises", 52251
"http://dbpedia.org/resource/Jonchery-sur-Vesle", "Jonchery-sur-Vesle", "Joncaviduliens", 51308
"http://dbpedia.org/resource/Lenharrée", "Lenharrée", "Lenhriots", 51319
"http://dbpedia.org/resource/Les_Cerqueux", "Les Cerqueux", "Cerquois, Cerquoise", 49058
"http://dbpedia.org/resource/Les_Cerqueux-sous-Passavant", "Les Cerqueux-sous-Passavant", "Cerqueunais, Cerqueunaise", 49059
"http://dbpedia.org/resource/Les_Cluses", "Les Cluses", "Clusiens", 66063
"http://dbpedia.org/resource/Les_Moitiers-d'Allonne", "Les Moitiers-d'Allonne", "Moutrons", 50332
"http://dbpedia.org/resource/Les_Moëres,_Nord", "Les Moëres (Nord)", "Morins", 59404
"http://dbpedia.org/resource/Les_Quatre-Routes-du-Lot", "Les Quatre-Routes-du-Lot", "Quatre-Routois, Quatre-Routoise", 46232
"http://dbpedia.org/resource/Les_Rairies", "Les Rairies", "Rairieux, Rairieuse", 49257
"http://dbpedia.org/resource/Les_Rosiers-sur-Loire", "Les Rosiers-sur-Loire", "Rosiérois, Rosiéroise", 49261
"http://dbpedia.org/resource/Les_Sorinières", "Les Sorinières", "Sorinièroise, Sorinièrois", 44198
"http://dbpedia.org/resource/Les_Touches", "Les Touches", "Touchois", 44205
"http://dbpedia.org/resource/Les_Ulmes", "Les Ulmes", "Ulmois, Ulmoise", 49359
"http://dbpedia.org/resource/Les_Verchers-sur-Layon", "Les Verchers-sur-Layon", "Verchéen, Verchéenne", 49365
"http://dbpedia.org/resource/Leschaux", "Leschaux", "Leschaliens", 74148
"http://dbpedia.org/resource/Liez,_Vendée", "Liez (Vendée)", "Liézois, Liézoises", 85123
"http://dbpedia.org/resource/Liffol-le-Grand", "Liffol-le-Grand", "Liffolois, Liffoloises", 88270
"http://dbpedia.org/resource/Liffol-le-Petit", "Liffol-le-Petit", "Liffoux, Liffouses or Liffoliens, Liffoliennes or Liffolois, Liffoloises", 52289
"http://dbpedia.org/resource/Liffré", "Liffré", "Liffréens, Liffréennes", 35152
"http://dbpedia.org/resource/Ligardes", "Ligardes", "Ligardais, Ligardaises", 32212
"http://dbpedia.org/resource/Liginiac", "Liginiac", "Liginiacois, Liginiacoises", 19113
"http://dbpedia.org/resource/Liglet", "Liglet", "Liglétiens, Liglétiennes", 86132
"http://dbpedia.org/resource/Lignac", "Lignac", "Lignacois, Lignacoises", 36094
"http://dbpedia.org/resource/Lignairolles", "Lignairolles", "Lignairollois, Lignairolloises", 11204
"http://dbpedia.org/resource/Lignan-de-Bazas", "Lignan-de-Bazas", "Lignanais, Lignanaises", 33244
"http://dbpedia.org/resource/Lignan-de-Bordeaux", "Lignan-de-Bordeaux", "Lignanais, Lignanaises", 33245
"http://dbpedia.org/resource/Lignan-sur-Orb", "Lignan-sur-Orb", "Lignanais, Lignanaises", 34140
"http://dbpedia.org/resource/Lignareix", "Lignareix", "Lignareixois, Lignareixoises", 19114
"http://dbpedia.org/resource/Lignereuil", "Lignereuil", "Lignereuillois, Lignereuilloises", 62511
"http://dbpedia.org/resource/Lignerolles,_Allier", "Lignerolles (Allier)", "Lignerollais, Lignerollaises", 3145
"http://dbpedia.org/resource/Lignerolles,_Côte-d'Or", "Lignerolles (Côte-d'Or)", "Lignerollois, Lignerolloises", 21350
"http://dbpedia.org/resource/Lignerolles,_Eure", "Lignerolles (Eure)", "Lignerollais, Lignerollaises", 27368
"http://dbpedia.org/resource/Ligneyrac", "Ligneyrac", "Ligneyracois, Ligneyracoises", 19115
"http://dbpedia.org/resource/Lignières,_Aube", "Lignières (Aube)", "Daubiers, Daubières", 10196
"http://dbpedia.org/resource/Lignières,_Cher", "Lignières (Cher)", "Ligniérois, Ligniéroises", 18127
"http://dbpedia.org/resource/Lignières,_Loir-et-Cher", "Lignières (Loir-et-Cher)", "Ligniérois, Ligniéroises", 41115
"http://dbpedia.org/resource/Lignières,_Somme", "Lignières (Somme)", "Lignièrois, Lignièroises", 80478
"http://dbpedia.org/resource/Lignières-Châtelain", "Lignières-Châtelain", "Ligniérois, Ligniéroises", 80479
"http://dbpedia.org/resource/Lignières-Orgères", "Lignières-Orgères", "Lignièrois, Lignièroises", 53133
"http://dbpedia.org/resource/Lignières-Sonneville", "Lignières-Sonneville", "Lignerois, Ligneroises", 16186
"http://dbpedia.org/resource/Lignières-de-Touraine", "Lignières-de-Touraine", "Lignérois, Lignéroises", 37128
"http://dbpedia.org/resource/Lignières-la-Carelle", "Lignières-la-Carelle", "Ligniérois, Ligniéroise", 72162
"http://dbpedia.org/resource/Lignières-sur-Aire", "Lignières-sur-Aire", "Lignièrois, Lignièroises", 55290
"http://dbpedia.org/resource/Lignol,_Morbihan", "Lignol", "Lignolais, Lignolaises", 56110
"http://dbpedia.org/resource/Lignol-le-Château", "Lignol-le-Château", "Lignolais, Lignolaises", 10197
"http://dbpedia.org/resource/Lignon,_Marne", "Lignon (Marne)", "Lignonnais, Lignonnaises", 51322
"http://dbpedia.org/resource/Ligny-le-Ribault", "Ligny-le-Ribault", "Lignois", 45182
"http://dbpedia.org/resource/Lignères", "Lignères", "Lignérois, Lignéroises", 61225
"http://dbpedia.org/resource/Ligné,_Charente", "Ligné (Charente)", "Lignéens, Lignéennes", 16185
"http://dbpedia.org/resource/Ligné,_Loire-Atlantique", "Ligné (Loire-Atlantique)", "Lignéens, Lignéennes", 44082
"http://dbpedia.org/resource/Lignéville", "Lignéville", "Lignévillois, Lignévilloises", 88271
"http://dbpedia.org/resource/Ligron", "Ligron (Sarthe)", "Ligronnais, Ligronnaise", 72163
"http://dbpedia.org/resource/Linières-Bouton", "Linières-Bouton", "Liniérois, Liniéroise", 49175
"http://dbpedia.org/resource/Lion-en-Beauce", "Lion-en-Beauce", "Lionnais", 45183
"http://dbpedia.org/resource/Liré", "Liré", "Liréen, Liréenne", 49177
"http://dbpedia.org/resource/Nibelle", "Nibelle", "Nibellois", 45228
"http://dbpedia.org/resource/Nieppe", "Nieppe", "Nieppois", 59431
"http://dbpedia.org/resource/Nieurlet", "Nieurlet", "Nieurletois", 59433
"http://dbpedia.org/resource/Ninville", "Ninville", "Ninvillois, Ninvilloises", 52352
"http://dbpedia.org/resource/Nocé", "Nocé", "Nocéens", 61309
"http://dbpedia.org/resource/Nogent,_Haute-Marne", "Nogent (Haute-Marne)", "Nogentais, Nogentaises", 52353
"http://dbpedia.org/resource/Nogent-sur-Vernisson", "Nogent-sur-Vernisson", "Nogentais", 45229
"http://dbpedia.org/resource/Noidant-le-Rocheux", "Noidant-le-Rocheux", "Noidantais, Noidantaises", 52355
"http://dbpedia.org/resource/Nonant-le-Pin", "Nonant-le-Pin", "Nonantais", 61310
"http://dbpedia.org/resource/Nonglard", "Nonglard", "Nonglardiens / Nonglardiennes", 74202
"http://dbpedia.org/resource/Noordpeene", "Noordpeene", "Noordpéenois", 59436
"http://dbpedia.org/resource/Notre-Dame-d'Allençon", "Notre-Dame-d'Allençon", "Allençonnais, Allençonnaise", 49227
"http://dbpedia.org/resource/Notre-Dame-du-Pé", "Notre-Dame-du-Pé", "Pépéen, Pépéenne", 72232
"http://dbpedia.org/resource/Nouans", "Nouans", "Nouantais, Nouantaise", 72222
"http://dbpedia.org/resource/Novel,_Haute-Savoie", "Novel", "Novellands", 74203
"http://dbpedia.org/resource/Noyant", "Noyant", "Noyantais, Noyantaise", 49228
"http://dbpedia.org/resource/Noyant-la-Plaine", "Noyant-la-Plaine", "Noyantais, Noyantaise", 49230
"http://dbpedia.org/resource/Noyen-sur-Sarthe", "Noyen-sur-Sarthe", "Noyennais, Noyennaise", 72223
"http://dbpedia.org/resource/Nuaillé", "Nuaillé", "Nuaillais, Nuaillaise", 49231
"http://dbpedia.org/resource/Alix,_Rhône", "Alix (Rhône)", "Alixois", 69004
"http://dbpedia.org/resource/Allinges", "Allinges", "Allingeois / Allingeoises", 74005
"http://dbpedia.org/resource/Allondaz", "Allondaz", "Allondains", 73014
"http://dbpedia.org/resource/Allonnes,_Sarthe", "Allonnes (Sarthe)", "Allonnais, Allonnaise", 72003
"http://dbpedia.org/resource/Allonnes,_Sarthe", "Allonnes (Eure-et-Loir)", "Allonnais, Allonnaise", 72003
"http://dbpedia.org/resource/Allonzier-la-Caille", "Allonzier-la-Caille", "Allonziérains", 74006
"http://dbpedia.org/resource/Allèves", "Allèves", "Allevains, Allevaines", 74004
"http://dbpedia.org/resource/Amancy", "Amancy", "Amanciens", 74007
"http://dbpedia.org/resource/Ambérieu-en-Bugey", "Ambérieu-en-Bugey", "Ambarrois, Ambarroises", 1004
"http://dbpedia.org/resource/Ancinnes", "Ancinnes", "Ancinnois", 72005
"http://dbpedia.org/resource/Andon,_Alpes-Maritimes", "Andon (Alpes-Maritimes)", "Andonnais-Thorencois", 6003
"http://dbpedia.org/resource/Anetz", "Anetz", "Anetziennes, Anetziens", 44004
"http://dbpedia.org/resource/Angoulême", "Angoulême", "Angoumoisins", 16015
"http://dbpedia.org/resource/Caramany", "Caramany", "Carmagnols, Carmagnoles", 66039
"http://dbpedia.org/resource/Carbay", "Carbay", "Carbaisien, Carbaisienne", 49056
"http://dbpedia.org/resource/Castagniers", "Castagniers", "Castagnérenques", 6034
"http://dbpedia.org/resource/Casteljaloux", "Casteljaloux", "Casteljalousains", 47052
"http://dbpedia.org/resource/Castres", "Castres", "Castrais", 81065
"http://dbpedia.org/resource/Castres", "Castres (Aisne)", "Castrais", 81065
"http://dbpedia.org/resource/Caudry", "Caudry", "Caudrésiens", 59139
"http://dbpedia.org/resource/Fyé", "Fyé", "Flacuméens ou Fiétuméens", 72139
"http://dbpedia.org/resource/Férolles", "Férolles", "Férolliots", 45144
"http://dbpedia.org/resource/Gap,_Hautes-Alpes", "Gap", "Gapençais", 5061
"http://dbpedia.org/resource/Gatteville-le-Phare", "Gatteville-le-Phare", "Gattevillais", 50196
"http://dbpedia.org/resource/Gaubertin", "Gaubertin", "Gaubertinois", 45151
"http://dbpedia.org/resource/Gennes,_Maine-et-Loire", "Gennes (Maine-et-Loire)", "Gennois, Gennoise", 49149
"http://dbpedia.org/resource/Genneteil", "Genneteil", "Gennetellais, Gennetellaise", 49150
"http://dbpedia.org/resource/Gené,_Maine-et-Loire", "Gené", "Genéen, Genéenne", 49148
"http://dbpedia.org/resource/Ger,_Manche", "Ger (Hautes-Pyrénées)", "Gérois", 50200
"http://dbpedia.org/resource/Ger,_Manche", "Ger (Manche)", "Gérois", 50200
"http://dbpedia.org/resource/Germigny-des-Prés", "Germigny-des-Prés", "Germignons", 45153
"http://dbpedia.org/resource/Jallais", "Jallais", "Jallaisien, Jallaisienne", 49162
"http://dbpedia.org/resource/Jarville-la-Malgrange", "Jarville-la-Malgrange", "Jarvillois", 54274
"http://dbpedia.org/resource/Jarzé", "Jarzé", "Jarzéen, Jarzéenne", 49163
"http://dbpedia.org/resource/Jaulny", "Jaulny", "Jaulnoiss", 54275
"http://dbpedia.org/resource/L'Abergement-de-Varey", "L'Abergement-de-Varey", "Abergementais, Abergementaises", 1002
"http://dbpedia.org/resource/L'Arbresle", "L'Arbresle", "Arbreslois, Arbresloises", 69010
"http://dbpedia.org/resource/L'Escarène", "L'Escarène", "Escarénois", 6057
"http://dbpedia.org/resource/L'Hermitière", "L'Hermitière", "Hérémitériens", 61204
"http://dbpedia.org/resource/La_Balme-de-Sillingy", "La Balme-de-Sillingy", "Balméens", 74026
"http://dbpedia.org/resource/La_Bazoge,_Sarthe", "La Bazoge (Sarthe)", "Bazogien, Bazogienne", 72024
"http://dbpedia.org/resource/La_Biolle", "La Biolle", "Biollans", 73043
"http://dbpedia.org/resource/La_Brigue", "La Brigue", "Brigasques", 6162
"http://dbpedia.org/resource/La_Bruère-sur-Loir", "La Bruère-sur-Loir", "Bruérois, Bruéroise", 72049
"http://dbpedia.org/resource/La_Bâthie", "La Bâthie", "Bathiolains", 73032
"http://dbpedia.org/resource/La_Chapelle-Basse-Mer", "La Chapelle-Basse-Mer", "Chapelaines, Chapelains", 44029
"http://dbpedia.org/resource/La_Chapelle-Biche", "La Chapelle-Biche", "Bichois", 61095
"http://dbpedia.org/resource/La_Chapelle-Huon", "La Chapelle-Huon", "Capellhuonnais, Capellhuonnaise", 72064
"http://dbpedia.org/resource/La_Chapelle-Montligeon", "La Chapelle-Montligeon", "Montligeonnais", 61097
"http://dbpedia.org/resource/La_Chapelle-Onzerain", "La Chapelle-Onzerain", "Chapellois", 45074
"http://dbpedia.org/resource/La_Chapelle-Rousselin", "La Chapelle-Rousselin", "Rousselinois, Rousselinoise", 49074
"http://dbpedia.org/resource/La_Chapelle-Saint-Aubin", "La Chapelle-Saint-Aubin", "Capellaubinois, Capellaubinoise", 72065
"http://dbpedia.org/resource/La_Chapelle-Saint-Florent", "La Chapelle-Saint-Florent", "Capello-Florentais, Capello-Florentaise", 49075
"http://dbpedia.org/resource/La_Chapelle-Saint-Fray", "La Chapelle-Saint-Fray", "Capellofrayen, Capellofrayenne", 72066
"http://dbpedia.org/resource/La_Chapelle-Saint-Laud", "La Chapelle-Saint-Laud", "Capellaudain, Capellaudaine", 49076
"http://dbpedia.org/resource/La_Chapelle-Saint-Maurice", "La Chapelle-Saint-Maurice", "Chapelains", 74060
"http://dbpedia.org/resource/La_Chapelle-Saint-Mesmin", "La Chapelle-Saint-Mesmin", "Chapellois", 45075
"http://dbpedia.org/resource/La_Chapelle-Saint-Rémy", "La Chapelle-Saint-Rémy", "Capelloremyen, Capelloremyenne", 72067
"http://dbpedia.org/resource/La_Chapelle-Saint-Sauveur,_Loire-Atlantique", "La Chapelle-Saint-Sauveur (Loire-Atlantique)", "Capellovalsiennes, Capellovalsiens", 44034
"http://dbpedia.org/resource/La_Chapelle-Saint-Sauveur,_Loire-Atlantique", "La Chapelle-Saint-Sauveur (Loire-Atlantique)", "Chapelloises, Chapellois", 44034
"http://dbpedia.org/resource/La_Chapelle-Saint-Sépulcre", "La Chapelle-Saint-Sépulcre", "Capellois", 45076
"http://dbpedia.org/resource/La_Chapelle-aux-Choux", "La Chapelle-aux-Choux", "Chapellois, Chapelloise", 72060
"http://dbpedia.org/resource/La_Chapelle-d'Aligné", "La Chapelle-d'Aligné", "Chapellois, Chapelloise", 72061
"http://dbpedia.org/resource/La_Chapelle-du-Bois", "La Chapelle-du-Bois", "Chapellois, Chapelloise", 72062
"http://dbpedia.org/resource/La_Chapelle-du-Genêt", "La Chapelle-du-Genêt", "Capello-Genestois, Capello-Genestoise", 49072
"http://dbpedia.org/resource/La_Chapelle-sur-Aveyron", "La Chapelle-sur-Aveyron", "Chapellois", 45077
"http://dbpedia.org/resource/La_Chapelle-sur-Oudon", "La Chapelle-sur-Oudon", "Chapellois, Chapelloise", 49077
"http://dbpedia.org/resource/La_Chaussaire", "La Chaussaire", "Chaussairois, Chaussairoise", 49085
"http://dbpedia.org/resource/La_Chaux,_Orne", "La Chaux (Orne)", "Caldéens", 61104
"http://dbpedia.org/resource/La_Clusaz", "La Clusaz", "Cluses", 74080
"http://dbpedia.org/resource/La_Colombe,_Manche", "La Colombe (Manche)", "Colombais", 50137
"http://dbpedia.org/resource/La_Cornuaille", "La Cornuaille", "Cornuaillais, Cornuaillaise", 49108
"http://dbpedia.org/resource/La_Cour-Marigny", "La Cour-Marigny", "Curti-Marignacais", 45112
"http://dbpedia.org/resource/La_Croix-sur-Roudoule", "La Croix-sur-Roudoule", "Crousencs", 6051
"http://dbpedia.org/resource/La_Daguenière", "La Daguenière", "Daguenais, Daguenaise", 49117
"http://dbpedia.org/resource/La_Ferrière-de-Flée", "La Ferrière-de-Flée", "Ferfléen", 49136
"http://dbpedia.org/resource/La_Ferté-Bernard", "La Ferté-Bernard", "Fertois, Fertoise", 72132
"http://dbpedia.org/resource/La_Fontaine-Saint-Martin", "La Fontaine-Saint-Martin", "Fontainois, Fontainoise", 72135
"http://dbpedia.org/resource/La_Fosse-de-Tigné", "La Fosse-de-Tigné", "Fosséen, Fosséenne", 49142
"http://dbpedia.org/resource/La_Fresnaye-sur-Chédouet", "La Fresnaye-sur-Chédouet", "Fresnayons", 72137
"http://dbpedia.org/resource/La_Garde,_Var", "La Garde (Var)", "Gardéens", 83062
"http://dbpedia.org/resource/La_Gaude", "La Gaude", "Gaudois", 6065
"http://dbpedia.org/resource/La_Gorgue", "La Gorgue", "Gorguillons, Gorguillonnes", 59268
"http://dbpedia.org/resource/La_Grave", "La Grave", "Gravarots", 5063
"http://dbpedia.org/resource/La_Guierche", "La Guierche", "Guierchois, Guierchoise", 72147
"http://dbpedia.org/resource/La_Haye-du-Puits", "La Haye-du-Puits", "Haytillons", 50236
"http://dbpedia.org/resource/La_Jaille-Yvon", "La Jaille-Yvon", "Jaonnais, Jaonnaise", 49161
"http://dbpedia.org/resource/La_Jubaudière", "La Jubaudière", "Jubaudois, Jubaudoise", 49165
"http://dbpedia.org/resource/La_Jumellière", "La Jumellière", "Jumellinois, Jumellinoise", 49169
"http://dbpedia.org/resource/La_Lande-Chasles", "La Lande-Chasles", "Karolandais, Karolandaise", 49171
"http://dbpedia.org/resource/La_Lande-Patry", "La Lande-Patry", "Landais", 61218
"http://dbpedia.org/resource/La_Lande-d'Airou", "La Lande-d'Airou", "Landais", 50262
"http://dbpedia.org/resource/La_Meauffe", "La Meauffe", "Meauffois", 50297
"http://dbpedia.org/resource/La_Meignanne", "La Meignanne", "Meignannais, Meignannaise", 49196
"http://dbpedia.org/resource/La_Membrolle-sur-Longuenée", "La Membrolle-sur-Longuenée", "Membrollais, Membrollaise", 49200
"http://dbpedia.org/resource/La_Milesse", "La Milesse", "Milessois, Milessoise", 72198
"http://dbpedia.org/resource/La_Mouche,_Manche", "La Mouche (Manche)", "Moucherons", 50361
"http://dbpedia.org/resource/La_Ménitré", "La Ménitré", "Ménitréen, Ménitréenne", 49201
"http://dbpedia.org/resource/La_Pellerine,_Maine-et-Loire", "La Pellerine (Maine-et-Loire)", "Pellerinois, Pellerinoise", 49237
"http://dbpedia.org/resource/La_Perrière,_Orne", "La Perrière (Orne)", "Perriérois", 61325
"http://dbpedia.org/resource/La_Plaine,_Maine-et-Loire", "La Plaine (Maine-et-Loire)", "Plainais, Plainaise", 49240
"http://dbpedia.org/resource/La_Poitevinière", "La Poitevinière", "Pictavinérien, Pictavinérienne", 49243
"http://dbpedia.org/resource/La_Pommeraye,_Maine-et-Loire", "La Pommeraye (Maine-et-Loire)", "Pommeréyen, Pommeréyenne", 49244
"http://dbpedia.org/resource/La_Possonnière", "La Possonnière", "Possonnéen, Possonnéenne", 49247
"http://dbpedia.org/resource/La_Pouëze", "La Pouëze", "Pouëzéen, Pouëzéenne", 49249
"http://dbpedia.org/resource/La_Prévière", "La Prévière", "Epervier, Epervière", 49250
"http://dbpedia.org/resource/La_Quinte", "La Quinte", "Quintois, Quintoise", 72249
"http://dbpedia.org/resource/La_Renaudière", "La Renaudière", "Renaudin, Renaudine", 49258
"http://dbpedia.org/resource/La_Roche-sur-Foron", "La Roche-sur-Foron", "Rochois / Rochoises", 74224
"http://dbpedia.org/resource/La_Romagne,_Maine-et-Loire", "La Romagne (Maine-et-Loire)", "Romagnon, Romagnonne", 49260
"http://dbpedia.org/resource/La_Roque-en-Provence", "La Roque-en-Provence", "Roquerois", 6107
"http://dbpedia.org/resource/La_Roquette-sur-Siagne", "La Roquette-sur-Siagne", "Roquettans", 6108
"http://dbpedia.org/resource/La_Rouxière", "La Rouxière", "Rouxièroises,  Rouxièrois", 44147
"http://dbpedia.org/resource/La_Salle-de-Vihiers", "La Salle-de-Vihiers", "Sallésien, Sallésienne", 49325
"http://dbpedia.org/resource/La_Salle-et-Chapelle-Aubry", "La Salle-et-Chapelle-Aubry", "Aubryen, Aubryenne", 49324
"http://dbpedia.org/resource/La_Selle-sur-le-Bied", "La Selle-sur-le-Bied", "Sellois", 45307
"http://dbpedia.org/resource/La_Suze-sur-Sarthe", "La Suze-sur-Sarthe", "Suzerain, Suzeraine", 72346
"http://dbpedia.org/resource/La_Tour,_Alpes-Maritimes", "La Tour (Alpes-Maritimes)", "Tourriers", 6144
"http://dbpedia.org/resource/La_Tourlandry", "La Tourlandry", "Landericien, Landericienne", 49351
"http://dbpedia.org/resource/La_Trinité,_Alpes-Maritimes", "La Trinité (Alpes-Maritimes)", "Trinitaires", 6149
"http://dbpedia.org/resource/La_Trinité,_Manche", "La Trinité (Manche)", "Trinitons", 50607
"http://dbpedia.org/resource/La_Turballe", "La Turballe", "Turballais, Turballaise", 44211
"http://dbpedia.org/resource/La_Vespière", "La Vespière", "Vesperois", 14740
"http://dbpedia.org/resource/Laas,_Loiret", "Laas (Loiret)", "Légatiens", 45177
"http://dbpedia.org/resource/Labrosse,_Loiret", "Labrosse", "Boëssois", 45057
"http://dbpedia.org/resource/Lachassagne", "Lachassagne", "Arlequin, Arlequine", 69106
"http://dbpedia.org/resource/Ladon,_Loiret", "Ladon (Loiret)", "Ladonnais", 45178
"http://dbpedia.org/resource/Laigné-en-Belin", "Laigné-en-Belin", "Laignéen, Laignéenne", 72155
"http://dbpedia.org/resource/Lamancine", "Lamancine", "Lamancinois, Lamancinoises", 52260
"http://dbpedia.org/resource/Lamberville,_Manche", "Lamberville (Manche)", "Lambervillais", 50261
"http://dbpedia.org/resource/Lamothe-en-Blaisy", "Lamothe-en-Blaisy", "Lamothois, Lamothoises", 52262
